MovieId,imdbId,title,genres,Year,Avg rating,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,imdb links
6188,0302886,Old School (2003),Comedy,2003,3.512820513,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0302886
6218,0286499,Bend It Like Beckham (2002),Comedy|Drama|Romance,2002,3.3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,https://www.imdb.com/title/tt0286499
6281,0183649,Phone Booth (2002),Drama|Thriller,2002,3.140625,0,0,0,0,0,0,0,1,0,0,0,0,0,1,https://www.imdb.com/title/tt0183649
6283,0275277,Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001),Action|Animation|Sci-Fi|Thriller,2001,3.9,1,0,1,0,0,0,0,0,0,0,0,0,1,1,https://www.imdb.com/title/tt0275277
6287,0305224,Anger Management (2003),Comedy,2003,3.058823529,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0305224
6294,0245803,Bulletproof Monk (2003),Action|Adventure|Sci-Fi,2003,2.409090909,1,1,0,0,0,0,0,0,0,0,0,0,1,0,https://www.imdb.com/title/tt0245803
6296,0310281,"Mighty Wind, A (2003)",Comedy,2003,3.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0310281
6297,0311289,Holes (2003),Adventure|Children|Comedy|Mystery,2003,3.425,0,1,0,1,1,0,0,0,0,0,1,0,0,0,https://www.imdb.com/title/tt0311289
6323,0309698,Identity (2003),Crime|Horror|Mystery|Thriller,2003,3.681818182,0,0,0,0,0,1,0,0,0,1,1,0,0,1,https://www.imdb.com/title/tt0309698
6331,0334405,Spellbound (2002),Documentary,2002,3.923076923,0,0,0,0,0,0,1,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0334405
6333,0290334,X2: X-Men United (2003),Action|Adventure|Sci-Fi|Thriller,2003,3.723684211,1,1,0,0,0,0,0,0,0,0,0,0,1,1,https://www.imdb.com/title/tt0290334
6365,0234215,"Matrix Reloaded, The (2003)",Action|Adventure|Sci-Fi|Thriller,2003,3.354166667,1,1,0,0,0,0,0,0,0,0,0,0,1,1,https://www.imdb.com/title/tt0234215
6367,0309530,Down with Love (2003),Comedy|Romance,2003,2.9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,https://www.imdb.com/title/tt0309530
6373,0315327,Bruce Almighty (2003),Comedy|Drama|Fantasy|Romance,2003,3.316901408,0,0,0,0,1,0,0,1,1,0,0,1,0,0,https://www.imdb.com/title/tt0315327
6377,0266543,Finding Nemo (2003),Adventure|Animation|Children|Comedy,2003,3.960992908,0,1,1,1,1,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0266543
6378,0317740,"Italian Job, The (2003)",Action|Crime,2003,3.618644068,1,0,0,0,0,1,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0317740
6383,0322259,"2 Fast 2 Furious (Fast and the Furious 2, The) (2003)",Action|Crime|Thriller,2003,2.605263158,1,0,0,0,0,1,0,0,0,0,0,0,0,1,https://www.imdb.com/title/tt0322259
6385,0298228,Whale Rider (2002),Drama,2002,3.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://www.imdb.com/title/tt0298228
6482,0329028,Dumb and Dumberer: When Harry Met Lloyd (2003),Comedy,2003,1.954545455,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0329028
6502,0289043,28 Days Later (2002),Action|Horror|Sci-Fi,2002,3.974137931,1,0,0,0,0,0,0,0,0,1,0,0,1,0,https://www.imdb.com/title/tt0289043
6503,0305357,Charlie's Angels: Full Throttle (2003),Action|Adventure|Comedy|Crime|Thriller,2003,2.37037037,1,1,0,0,1,1,0,0,0,0,0,0,0,1,https://www.imdb.com/title/tt0305357
6534,0286716,Hulk (2003),Action|Adventure|Sci-Fi,2003,2.560606061,1,1,0,0,0,0,0,0,0,0,0,0,1,0,https://www.imdb.com/title/tt0286716
6535,0333780,"Legally Blonde 2: Red, White & Blonde (2003)",Comedy,2003,2.409090909,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0333780
6537,0181852,Terminator 3: Rise of the Machines (2003),Action|Adventure|Sci-Fi,2003,3.044444444,1,1,0,0,0,0,0,0,0,0,0,0,1,0,https://www.imdb.com/title/tt0181852
6539,0325980,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Action|Adventure|Comedy|Fantasy,2003,3.77852349,1,1,0,0,1,0,0,0,1,0,0,0,0,0,https://www.imdb.com/title/tt0325980
6541,0311429,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",Action|Fantasy|Sci-Fi,2003,2.625,1,0,0,0,0,0,0,0,1,0,0,0,1,0,https://www.imdb.com/title/tt0311429
6548,0172156,Bad Boys II (2003),Action|Comedy|Crime|Thriller,2003,2.882352941,1,0,0,0,1,1,0,0,0,0,0,0,0,1,https://www.imdb.com/title/tt0172156
6550,0274166,Johnny English (2003),Action|Comedy|Thriller,2003,2.961538462,1,0,0,0,1,0,0,0,0,0,0,0,0,1,https://www.imdb.com/title/tt0274166
6552,0301199,Dirty Pretty Things (2002),Crime|Drama|Thriller,2002,3.625,0,0,0,0,0,1,0,1,0,0,0,0,0,1,https://www.imdb.com/title/tt0301199
6564,0325703,Lara Croft Tomb Raider: The Cradle of Life (2003),Action|Adventure|Comedy|Romance|Thriller,2003,2.647058824,1,1,0,0,1,0,0,0,0,0,0,1,0,1,https://www.imdb.com/title/tt0325703
6565,0329575,Seabiscuit (2003),Drama,2003,3.694444444,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://www.imdb.com/title/tt0329575
6586,0328828,American Wedding (American Pie 3) (2003),Comedy,2003,3.09375,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0328828
6593,0322330,Freaky Friday (2003),Children|Comedy|Fantasy,2003,3.208333333,0,0,0,1,1,0,0,0,1,0,0,0,0,0,https://www.imdb.com/title/tt0322330
6595,0257076,S.W.A.T. (2003),Action|Thriller,2003,3.321428571,1,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.imdb.com/title/tt0257076
6618,0286112,Shaolin Soccer (Siu lam juk kau) (2001),Action|Comedy,2001,3.823529412,1,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0286112
6620,0305206,American Splendor (2003),Comedy|Drama,2003,3.833333333,0,0,0,0,1,0,0,1,0,0,0,0,0,0,https://www.imdb.com/title/tt0305206
6708,0325805,Matchstick Men (2003),Comedy|Crime|Drama,2003,3.720588235,0,0,0,0,1,1,0,1,0,0,0,0,0,0,https://www.imdb.com/title/tt0325805
6709,0285823,Once Upon a Time in Mexico (2003),Action|Adventure|Crime|Thriller,2003,3.214285714,1,1,0,0,0,1,0,0,0,0,0,0,0,1,https://www.imdb.com/title/tt0285823
6711,0335266,Lost in Translation (2003),Comedy|Drama|Romance,2003,4.033783784,0,0,0,0,1,0,0,1,0,0,0,1,0,0,https://www.imdb.com/title/tt0335266
6753,0327137,Secondhand Lions (2003),Children|Comedy|Drama,2003,3.5,0,0,0,1,1,0,0,1,0,0,0,0,0,0,https://www.imdb.com/title/tt0327137
6754,0320691,Underworld (2003),Action|Fantasy|Horror,2003,3.5,1,0,0,0,0,0,0,0,1,1,0,0,0,0,https://www.imdb.com/title/tt0320691
6755,0281686,Bubba Ho-tep (2002),Comedy|Horror,2002,3.321428571,0,0,0,0,1,0,0,0,0,1,0,0,0,0,https://www.imdb.com/title/tt0281686
6764,0327850,"Rundown, The (2003)",Action|Adventure|Comedy,2003,3.147058824,1,1,0,0,1,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0327850
6773,0286244,"Triplets of Belleville, The (Les triplettes de Belleville) (2003)",Animation|Comedy|Fantasy,2003,3.704545455,0,0,1,0,1,0,0,0,1,0,0,0,0,0,https://www.imdb.com/title/tt0286244
6863,0332379,School of Rock (2003),Comedy,2003,3.401515152,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0332379
6867,0340377,"Station Agent, The (2003)",Comedy|Drama,2003,3.583333333,0,0,0,0,1,0,0,1,0,0,0,0,0,0,https://www.imdb.com/title/tt0340377
6870,0327056,Mystic River (2003),Crime|Drama|Mystery,2003,3.711538462,0,0,0,0,0,1,0,1,0,0,1,0,0,0,https://www.imdb.com/title/tt0327056
6873,0138524,Intolerable Cruelty (2003),Comedy|Romance,2003,3.175,0,0,0,0,1,0,0,0,0,0,0,1,0,0,https://www.imdb.com/title/tt0138524
6874,0266697,Kill Bill: Vol. 1 (2003),Action|Crime|Thriller,2003,3.961832061,1,0,0,0,0,1,0,0,0,0,0,0,0,1,https://www.imdb.com/title/tt0266697
6879,0313542,Runaway Jury (2003),Drama|Thriller,2003,3.441176471,0,0,0,0,0,0,0,1,0,0,0,0,0,1,https://www.imdb.com/title/tt0313542
6888,0306047,Scary Movie 3 (2003),Comedy|Horror,2003,2.275,0,0,0,0,1,0,0,0,0,1,0,0,0,0,https://www.imdb.com/title/tt0306047
6934,0242653,"Matrix Revolutions, The (2003)",Action|Adventure|Sci-Fi|Thriller,2003,3.151898734,1,1,0,0,0,0,0,0,0,0,0,0,1,1,https://www.imdb.com/title/tt0242653
6936,0319343,Elf (2003),Children|Comedy|Fantasy,2003,3.692307692,0,0,0,1,1,0,0,0,1,0,0,0,0,0,https://www.imdb.com/title/tt0319343
6942,0314331,Love Actually (2003),Comedy|Drama|Romance,2003,3.788135593,0,0,0,0,1,0,0,1,0,0,0,1,0,0,https://www.imdb.com/title/tt0314331
6947,0311113,Master and Commander: The Far Side of the World (2003),Adventure|Drama,2003,3.638888889,0,1,0,0,0,0,0,1,0,0,0,0,0,0,https://www.imdb.com/title/tt0311113
6953,0315733,21 Grams (2003),Crime|Drama|Mystery|Romance|Thriller,2003,3.3,0,0,0,0,0,1,0,1,0,0,1,1,0,1,https://www.imdb.com/title/tt0315733
6957,0307987,Bad Santa (2003),Comedy|Crime,2003,3.365384615,0,0,0,0,1,1,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0307987
6958,0338094,"Haunted Mansion, The (2003)",Children|Comedy|Fantasy|Horror,2003,2.5,0,0,0,1,1,0,0,0,1,1,0,0,0,0,https://www.imdb.com/title/tt0338094
7090,0299977,Hero (Ying xiong) (2002),Action|Adventure|Drama,2002,3.921052632,1,1,0,0,0,0,0,1,0,0,0,0,0,0,https://www.imdb.com/title/tt0299977
7137,0318374,"Cooler, The (2003)",Comedy|Drama|Romance,2003,3.55,0,0,0,0,1,0,0,1,0,0,0,1,0,0,https://www.imdb.com/title/tt0318374
7143,0325710,"Last Samurai, The (2003)",Action|Adventure|Drama,2003,3.903225806,1,1,0,0,0,0,0,1,0,0,0,0,0,0,https://www.imdb.com/title/tt0325710
7147,0319061,Big Fish (2003),Drama|Fantasy|Romance,2003,3.833333333,0,0,0,0,0,0,0,1,1,0,0,1,0,0,https://www.imdb.com/title/tt0319061
7149,0337741,Something's Gotta Give (2003),Comedy|Drama|Romance,2003,3.647058824,0,0,0,0,1,0,0,1,0,0,0,1,0,0,https://www.imdb.com/title/tt0337741
7150,0338466,Stuck on You (2003),Comedy,2003,2.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0338466
7151,0335119,Girl with a Pearl Earring (2003),Drama|Romance,2003,3.375,0,0,0,0,0,0,0,1,0,0,0,1,0,0,https://www.imdb.com/title/tt0335119
7153,0167260,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy,2003,4.118918919,1,1,0,0,0,0,0,1,1,0,0,0,0,0,https://www.imdb.com/title/tt0167260
7154,0304415,Mona Lisa Smile (2003),Drama|Romance,2003,2.8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,https://www.imdb.com/title/tt0304415
7156,0317910,"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The (2003)",Documentary,2003,4.307692308,0,0,0,0,0,0,1,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0317910
7160,0340855,Monster (2003),Crime|Drama,2003,3.529411765,0,0,0,0,0,1,0,1,0,0,0,0,0,0,https://www.imdb.com/title/tt0340855
7162,0159365,Cold Mountain (2003),Drama|Romance,2003,3.291666667,0,0,0,0,0,0,0,1,0,0,0,1,0,0,https://www.imdb.com/title/tt0159365
7163,0338337,Paycheck (2003),Action|Sci-Fi|Thriller,2003,2.911764706,1,0,0,0,0,0,0,0,0,0,0,0,1,1,https://www.imdb.com/title/tt0338337
7173,0343135,Along Came Polly (2004),Comedy|Romance,2004,3.041666667,0,0,0,0,1,0,0,0,0,0,0,1,0,0,https://www.imdb.com/title/tt0343135
7254,0289879,The Butterfly Effect (2004),Drama|Sci-Fi|Thriller,2004,3.630434783,0,0,0,0,0,0,0,1,0,0,0,0,1,1,https://www.imdb.com/title/tt0289879
7263,0349825,Miracle (2004),Drama,2004,3.35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://www.imdb.com/title/tt0349825
7265,0309987,"Dreamers, The (2003)",Drama,2003,3.730769231,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://www.imdb.com/title/tt0309987
7293,0343660,50 First Dates (2004),Comedy|Romance,2004,3.553191489,0,0,0,0,1,0,0,0,0,0,0,1,0,0,https://www.imdb.com/title/tt0343660
7317,0356150,EuroTrip (2004),Adventure|Comedy,2004,3.133333333,0,1,0,0,1,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0356150
7323,0301357,"Good bye, Lenin! (2003)",Comedy|Drama,2003,3.804347826,0,0,0,0,1,0,0,1,0,0,0,0,0,0,https://www.imdb.com/title/tt0301357
7324,0317648,Hidalgo (2004),Adventure|Drama,2004,3.318181818,0,1,0,0,0,0,0,1,0,0,0,0,0,0,https://www.imdb.com/title/tt0317648
7325,0335438,Starsky & Hutch (2004),Action|Comedy|Crime|Thriller,2004,3.285714286,1,0,0,0,1,1,0,0,0,0,0,0,0,1,https://www.imdb.com/title/tt0335438
7347,0363988,Secret Window (2004),Mystery|Thriller,2004,3.3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,https://www.imdb.com/title/tt0363988
7360,0363547,Dawn of the Dead (2004),Action|Drama|Horror|Thriller,2004,3.90625,1,0,0,0,0,0,0,1,0,1,0,0,0,1,https://www.imdb.com/title/tt0363547
7361,0338013,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi,2004,4.160305344,0,0,0,0,0,0,0,1,0,0,0,1,1,0,https://www.imdb.com/title/tt0338013
7367,0335245,"Ladykillers, The (2004)",Comedy|Crime,2004,2.571428571,0,0,0,0,1,1,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0335245
7371,0276919,Dogville (2003),Drama|Mystery|Thriller,2003,4.025,0,0,0,0,0,0,0,1,0,0,1,0,0,1,https://www.imdb.com/title/tt0276919
7373,0167190,Hellboy (2004),Action|Adventure|Fantasy|Horror,2004,3.37804878,1,1,0,0,0,0,0,0,1,1,0,0,0,0,https://www.imdb.com/title/tt0167190
7438,0378194,Kill Bill: Vol. 2 (2004),Action|Drama|Thriller,2004,3.868181818,1,0,0,0,0,0,0,1,0,0,0,0,0,1,https://www.imdb.com/title/tt0378194
7439,0330793,"Punisher, The (2004)",Action|Crime|Thriller,2004,3.5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,https://www.imdb.com/title/tt0330793
7444,0337563,13 Going on 30 (2004),Comedy|Fantasy|Romance,2004,3.19047619,0,0,0,0,1,0,0,0,1,0,0,1,0,0,https://www.imdb.com/title/tt0337563
7445,0328107,Man on Fire (2004),Action|Crime|Drama|Mystery|Thriller,2004,3.628571429,1,0,0,0,0,1,0,1,0,0,1,0,0,1,https://www.imdb.com/title/tt0328107
7451,0377092,Mean Girls (2004),Comedy,2004,3.756410256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0377092
7454,0338526,Van Helsing (2004),Action|Adventure|Fantasy|Horror,2004,2.708333333,1,1,0,0,0,0,0,0,1,1,0,0,0,0,https://www.imdb.com/title/tt0338526
7458,0332452,Troy (2004),Action|Adventure|Drama,2004,3.427083333,1,1,0,0,0,0,0,1,0,0,0,0,0,0,https://www.imdb.com/title/tt0332452
8014,0374546,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)",Drama,2003,4.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://www.imdb.com/title/tt0374546
8360,0298148,Shrek 2 (2004),Adventure|Animation|Children|Comedy|Romance,2004,3.576086957,0,1,1,1,1,0,0,0,0,0,0,1,0,0,https://www.imdb.com/title/tt0298148
8361,0319262,"Day After Tomorrow, The (2004)",Action|Adventure|Drama|Sci-Fi|Thriller,2004,3.05,1,1,0,0,0,0,0,1,0,0,0,0,1,1,https://www.imdb.com/title/tt0319262
8366,0332375,Saved! (2004),Comedy|Drama,2004,3.892857143,0,0,0,0,1,0,0,1,0,0,0,0,0,0,https://www.imdb.com/title/tt0332375
8368,0304141,Harry Potter and the Prisoner of Azkaban (2004),Adventure|Fantasy,2004,3.913978495,0,1,0,0,0,0,0,0,1,0,0,0,0,0,https://www.imdb.com/title/tt0304141
8370,0363226,"Blind Swordsman: Zatoichi, The (Zat̫ichi) (2003)",Action|Comedy|Crime|Drama,2003,3.958333333,1,0,0,0,1,1,0,1,0,0,0,0,0,0,https://www.imdb.com/title/tt0363226
8371,0296572,"Chronicles of Riddick, The (2004)",Action|Sci-Fi|Thriller,2004,3.304347826,1,0,0,0,0,0,0,0,0,0,0,0,1,1,https://www.imdb.com/title/tt0296572
8373,0327162,"Stepford Wives, The (2004)",Comedy|Fantasy|Thriller,2004,2.25,0,0,0,0,1,0,0,0,1,0,0,0,0,1,https://www.imdb.com/title/tt0327162
8376,0374900,Napoleon Dynamite (2004),Comedy,2004,3.324324324,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0374900
8464,0390521,Super Size Me (2004),Comedy|Documentary|Drama,2004,3.51,0,0,0,0,1,0,1,1,0,0,0,0,0,0,https://www.imdb.com/title/tt0390521
8528,0364725,Dodgeball: A True Underdog Story (2004),Comedy,2004,3.551282051,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0364725
8529,0362227,"Terminal, The (2004)",Comedy|Drama|Romance,2004,3.319148936,0,0,0,0,1,0,0,1,0,0,0,1,0,0,https://www.imdb.com/title/tt0362227
8533,0332280,"Notebook, The (2004)",Drama|Romance,2004,3.565789474,0,0,0,0,0,0,0,1,0,0,0,1,0,0,https://www.imdb.com/title/tt0332280
8622,0361596,Fahrenheit 9/11 (2004),Documentary,2004,3.486486486,0,0,0,0,0,0,1,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0361596
8636,0316654,Spider-Man 2 (2004),Action|Adventure|Sci-Fi,2004,3.803797468,1,1,0,0,0,0,0,0,0,0,0,0,1,0,https://www.imdb.com/title/tt0316654
8638,0381681,Before Sunset (2004),Drama|Romance,2004,3.7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,https://www.imdb.com/title/tt0381681
8640,0349683,King Arthur (2004),Action|Adventure|Drama,2004,2.961538462,1,1,0,0,0,0,0,1,0,0,0,0,0,0,https://www.imdb.com/title/tt0349683
8641,0357413,Anchorman: The Legend of Ron Burgundy (2004),Comedy,2004,3.771929825,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0357413
8644,0343818,"I, Robot (2004)",Action|Adventure|Sci-Fi|Thriller,2004,3.491803279,1,1,0,0,0,0,0,0,0,0,0,0,1,1,https://www.imdb.com/title/tt0343818
8665,0372183,"Bourne Supremacy, The (2004)",Action|Crime|Thriller,2004,3.786666667,1,0,0,0,0,1,0,0,0,0,0,0,0,1,https://www.imdb.com/title/tt0372183
8781,0368008,"Manchurian Candidate, The (2004)",Thriller,2004,3.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.imdb.com/title/tt0368008
8783,0368447,"Village, The (2004)",Drama|Mystery|Thriller,2004,3.192307692,0,0,0,0,0,0,0,1,0,0,1,0,0,1,https://www.imdb.com/title/tt0368447
8784,0333766,Garden State (2004),Comedy|Drama|Romance,2004,3.708333333,0,0,0,0,1,0,0,1,0,0,0,1,0,0,https://www.imdb.com/title/tt0333766
8798,0369339,Collateral (2004),Action|Crime|Drama|Thriller,2004,3.761363636,1,0,0,0,0,1,0,1,0,0,0,0,0,1,https://www.imdb.com/title/tt0369339
8807,0366551,Harold and Kumar Go to White Castle (2004),Adventure|Comedy,2004,3.455882353,0,1,0,0,1,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0366551
8810,0370263,AVP: Alien vs. Predator (2004),Action|Horror|Sci-Fi|Thriller,2004,2.823529412,1,0,0,0,0,0,0,0,0,1,0,0,1,1,https://www.imdb.com/title/tt0370263
8861,0318627,Resident Evil: Apocalypse (2004),Action|Horror|Sci-Fi|Thriller,2004,2.928571429,1,0,0,0,0,0,0,0,0,1,0,0,1,1,https://www.imdb.com/title/tt0318627
8865,0346156,Sky Captain and the World of Tomorrow (2004),Action|Adventure|Sci-Fi,2004,2.638888889,1,1,0,0,0,0,0,0,0,0,0,0,1,0,https://www.imdb.com/title/tt0346156
8873,0318462,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)",Adventure|Drama,2004,3.796296296,0,1,0,0,0,0,0,1,0,0,0,0,0,0,https://www.imdb.com/title/tt0318462
8874,0365748,Shaun of the Dead (2004),Comedy|Horror,2004,4.006493506,0,0,0,0,1,0,0,0,0,1,0,0,0,0,https://www.imdb.com/title/tt0365748
8907,0307453,Shark Tale (2004),Animation|Children|Comedy,2004,2.346153846,0,0,1,1,1,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0307453
8910,0356721,I Heart Huckabees (2004),Comedy,2004,3.452380952,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0356721
8914,0390384,Primer (2004),Drama|Sci-Fi,2004,3.794117647,0,0,0,0,0,0,0,1,0,0,0,0,1,0,https://www.imdb.com/title/tt0390384
8917,0372588,Team America: World Police (2004),Action|Adventure|Animation|Comedy,2004,3.46875,1,1,1,0,1,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0372588
8947,0391198,"Grudge, The (2004)",Horror|Mystery|Thriller,2004,2.3,0,0,0,0,0,0,0,0,0,1,1,0,0,1,https://www.imdb.com/title/tt0391198
8949,0375063,Sideways (2004),Comedy|Drama|Romance,2004,3.743589744,0,0,0,0,1,0,0,1,0,0,0,1,0,0,https://www.imdb.com/title/tt0375063
8950,0361862,The Machinist (2004),Drama|Mystery|Thriller,2004,3.986842105,0,0,0,0,0,0,0,1,0,0,1,0,0,1,https://www.imdb.com/title/tt0361862
8957,0387564,Saw (2004),Horror|Mystery|Thriller,2004,3.181818182,0,0,0,0,0,0,0,0,0,1,1,0,0,1,https://www.imdb.com/title/tt0387564
8958,0350258,Ray (2004),Drama,2004,3.684210526,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://www.imdb.com/title/tt0350258
8961,0317705,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy,2004,3.836,1,1,1,1,1,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0317705
8965,0338348,"Polar Express, The (2004)",Adventure|Animation|Children|Fantasy,2004,3.136363636,0,1,1,1,0,0,0,0,1,0,0,0,0,0,https://www.imdb.com/title/tt0338348
8969,0317198,Bridget Jones: The Edge of Reason (2004),Comedy|Drama|Romance,2004,3.025,0,0,0,0,1,0,0,1,0,0,0,1,0,0,https://www.imdb.com/title/tt0317198
8970,0308644,Finding Neverland (2004),Drama,2004,3.609375,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://www.imdb.com/title/tt0308644
8972,0368891,National Treasure (2004),Action|Adventure|Drama|Mystery|Thriller,2004,3.263157895,1,1,0,0,0,0,0,1,0,0,1,0,0,1,https://www.imdb.com/title/tt0368891
8977,0346491,Alexander (2004),Action|Adventure|Drama,2004,2.2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,https://www.imdb.com/title/tt0346491
8981,0376541,Closer (2004),Drama|Romance,2004,3.71875,0,0,0,0,0,0,0,1,0,0,0,1,0,0,https://www.imdb.com/title/tt0376541
8983,0385004,House of Flying Daggers (Shi mian mai fu) (2004),Action|Drama|Romance,2004,3.52,1,0,0,0,0,0,0,1,0,0,0,1,0,0,https://www.imdb.com/title/tt0385004
8984,0349903,Ocean's Twelve (2004),Action|Comedy|Crime|Thriller,2004,3.290697674,1,0,0,0,1,1,0,0,0,0,0,0,0,1,https://www.imdb.com/title/tt0349903
8985,0359013,Blade: Trinity (2004),Action|Fantasy|Horror|Thriller,2004,2.857142857,1,0,0,0,0,0,0,0,1,1,0,0,0,1,https://www.imdb.com/title/tt0359013
27611,0314979,Battlestar Galactica (2003),Drama|Sci-Fi,2003,3.815789474,0,0,0,0,0,0,0,1,0,0,0,0,1,0,https://www.imdb.com/title/tt0314979
27660,0328832,"Animatrix, The (2003)",Action|Animation|Drama|Sci-Fi,2003,3.7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,https://www.imdb.com/title/tt0328832
27706,0339291,Lemony Snicket's A Series of Unfortunate Events (2004),Adventure|Children|Comedy|Fantasy,2004,3.16,0,1,0,1,1,0,0,0,1,0,0,0,0,0,https://www.imdb.com/title/tt0339291
27773,0364569,Old Boy (2003),Mystery|Thriller,2003,4.08974359,0,0,0,0,0,0,0,0,0,0,1,0,0,1,https://www.imdb.com/title/tt0364569
27801,0368909,Ong-Bak: The Thai Warrior (Ong Bak) (2003),Action|Thriller,2003,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.imdb.com/title/tt0368909
27808,0371246,Spanglish (2004),Comedy|Drama|Romance,2004,3.363636364,0,0,0,0,1,0,0,1,0,0,0,1,0,0,https://www.imdb.com/title/tt0371246
27815,0372824,"Chorus, The (Choristes, Les) (2004)",Drama,2004,3.909090909,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://www.imdb.com/title/tt0372824
27831,0375912,Layer Cake (2004),Crime|Drama|Thriller,2004,3.815789474,0,0,0,0,0,1,0,1,0,0,0,0,0,1,https://www.imdb.com/title/tt0375912
27846,0379225,"Corporation, The (2003)",Documentary,2003,3.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0379225
27904,0405296,"Scanner Darkly, A (2006)",Animation|Drama|Mystery|Sci-Fi|Thriller,2006,3.613636364,0,0,1,0,0,0,0,1,0,0,1,0,1,1,https://www.imdb.com/title/tt0405296
30707,0405159,Million Dollar Baby (2004),Drama,2004,3.846153846,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://www.imdb.com/title/tt0405159
30749,0395169,Hotel Rwanda (2004),Drama,2004,3.791666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://www.imdb.com/title/tt0395169
30793,0367594,Charlie and the Chocolate Factory (2005),Adventure|Children|Comedy|Fantasy,2005,3.0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,https://www.imdb.com/title/tt0367594
30810,0362270,"Life Aquatic with Steve Zissou, The (2004)",Adventure|Comedy|Fantasy,2004,3.486486486,0,1,0,0,1,0,0,0,1,0,0,0,0,0,https://www.imdb.com/title/tt0362270
30812,0338751,"Aviator, The (2004)",Drama,2004,3.528571429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://www.imdb.com/title/tt0338751
