Movie Action,Movie Adventure,Movie Animation,Movie Children,Movie Comedy,Movie Crime,Movie Documentary,Movie Drama,Movie Fantasy,Movie Film-Noir,Movie Horror,Movie Musical,Movie Mystery,Movie Romance,Movie Sci-Fi,Movie Thriller,Movie War,Movie Western,Movie Avg Rating
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.8853803299965533
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0587930917183643
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.2355361300560852
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.351820938367486
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.001665138307954
0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.175077900029766
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,-1.5923524833474323
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7086372916588333
0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351820938367486
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8853803299965533
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8820500533806452
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-0.178408176645674
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0587930917183643
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0587930917183643
1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.5318942533211133
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7053070150429253
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.001665138307954
1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1.2355361300560852
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.2388664066719932
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.8820500533806452
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001665138307954
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7053070150429253
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7053070150429253
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-2.1225815983605925
0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,-0.355151214983394
0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,-0.178408176645674
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.8820500533806452
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7053070150429253
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5285639767052052
0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0.175077900029766
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5285639767052052
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7053070150429253
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.175077900029766
1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.8820500533806452
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.7086372916588333
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.5318942533211133
0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0587930917183643
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.351820938367486
0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,-0.001665138307954
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.0587930917183643
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.7053070150429253
0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.8820500533806452
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,-0.7086372916588333
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5285639767052052
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0621233683342732
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.7053070150429253
0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0.175077900029766
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.8820500533806452
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.7690955216851525
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.5285639767052052
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-2.299324636698312
1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.178408176645674
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.7690955216851525
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.175077900029766
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-2.8295537517114715
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1.0587930917183643
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,-0.5318942533211133
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.359782866724631
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.7086372916588333
0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,-0.5318942533211133
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.178408176645674
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.175077900029766
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.178408176645674
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7053070150429253
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5285639767052052
0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0.7053070150429253
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.7690955216851525
0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.2355361300560852
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1.2355361300560852
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,-0.178408176645674
0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001665138307954
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.178408176645674
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.5923524833474323
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1.4156094450097123
0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,-1.0621233683342732
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0587930917183643
1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.7053070150429253
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351820938367486
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.5318942533211133
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.5285639767052052
0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.175077900029766
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.5285639767052052
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5318942533211133
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.4156094450097123
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.5285639767052052
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.355151214983394
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.175077900029766
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.351820938367486
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1.2355361300560852
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.7690955216851525
0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.8853803299965533
0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,-0.001665138307954
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-0.001665138307954
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-0.001665138307954
0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7053070150429253
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0587930917183643
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0587930917183643
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.175077900029766
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-5.303956288439549
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.8853803299965533
0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.351820938367486
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.4122791683938043
0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,-0.001665138307954
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7053070150429253
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8853803299965533
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-0.001665138307954
0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,-0.178408176645674
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.8853803299965533
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.355151214983394
0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.351820938367486
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8820500533806452
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5285639767052052
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5285639767052052
1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.7053070150429253
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.175077900029766
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1.4122791683938043
1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.4760676750360315
0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1.2355361300560852
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.355151214983394
1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.7086372916588333
0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,-0.5318942533211133
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5285639767052052
0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0.7053070150429253
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.7086372916588333
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,-0.001665138307954
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1.0587930917183643
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.001665138307954
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7086372916588333
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.001665138307954
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5285639767052052
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.5923524833474323
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.8820500533806452
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.355151214983394
0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.8820500533806452
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8820500533806452
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.351820938367486
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.178408176645674
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.652810713373752
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.8820500533806452
0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0.175077900029766
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0621233683342732
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.9458385600228725
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0587930917183643
0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,-0.001665138307954
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,-0.001665138307954
0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.5318942533211133
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0587930917183643
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.2355361300560852
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-0.001665138307954
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.175077900029766
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.5923524833474323
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1.4156094450097123
0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,-0.178408176645674
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.351820938367486
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.7086372916588333
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-0.178408176645674
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.175077900029766
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0587930917183643
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.5923524833474323
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.175077900029766
0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.7053070150429253
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.5285639767052052
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.7690955216851525
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5285639767052052
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.7690955216851525
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.5923524833474323
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.1225815983605925
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2388664066719932
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1.7657652450692445
0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0587930917183643
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.355151214983394
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.355151214983394
1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.0587930917183643
0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.351820938367486
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.7053070150429253
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.351820938367486
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.8820500533806452
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-0.001665138307954
1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,-0.001665138307954
0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.001665138307954
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.2355361300560852
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.8820500533806452
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0587930917183643
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.178408176645674
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.5318942533211133
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001665138307954
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4156094450097123
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.8853803299965533
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7053070150429253
0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,-0.355151214983394
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.7086372916588333
1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.351820938367486
0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.7053070150429253
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.5318942533211133
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.5285639767052052
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.175077900029766
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.7086372916588333
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1.4122791683938043
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1.2388664066719932
1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.8820500533806452
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7690955216851525
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0587930917183643
0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7053070150429253
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.001665138307954
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.351820938367486
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.7086372916588333
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0587930917183643
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5285639767052052
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.7053070150429253
0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.175077900029766
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.178408176645674
0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0.351820938367486
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8820500533806452
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.001665138307954
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0587930917183643
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0587930917183643
0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.5285639767052052
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.5318942533211133
1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.175077900029766
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.4156094450097123
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.8820500533806452
0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.7053070150429253
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.7053070150429253
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-1.0621233683342732
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.8853803299965533
0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-3.0062967900491917
0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7053070150429253
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.001665138307954
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.5318942533211133
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.8820500533806452
0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,-0.8853803299965533
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.7053070150429253
1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.178408176645674
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.8820500533806452
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.001665138307954
1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.0621233683342732
1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0.5285639767052052
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.178408176645674
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8820500533806452
0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0.5285639767052052
0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,-0.001665138307954
0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.355151214983394
0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,-1.7690955216851525
0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,-1.2388664066719932
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.2388664066719932
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.178408176645674
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-0.7086372916588333
0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7053070150429253
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.001665138307954
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1.2355361300560852
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1.2355361300560852
0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.5285639767052052
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7053070150429253
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.351820938367486
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.8820500533806452
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.175077900029766
0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.7053070150429253
0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8820500533806452
0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0587930917183643
0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.5285639767052052
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.8853803299965533
1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.0587930917183643
0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5285639767052052
0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.178408176645674
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.178408176645674
1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.0587930917183643
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0.5285639767052052
0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-2.299324636698312
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8853803299965533
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.355151214983394
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.1225815983605925
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0587930917183643
0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-1.4156094450097123
0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,-0.8853803299965533
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1.2355361300560852
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1.4122791683938043
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.652810713373752
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,-0.5318942533211133
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.5285639767052052
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0587930917183643
0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7053070150429253
0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,-1.2388664066719932
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.536525905062351
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.7086372916588333
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.7053070150429253
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1.0587930917183643
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.5318942533211133
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.175077900029766
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.9458385600228725
1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0.5285639767052052
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-2.652810713373752
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.8820500533806452
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.7053070150429253
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5285639767052052
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0587930917183643
1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.351820938367486
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-2.299324636698312
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5285639767052052
0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,-0.5318942533211133
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0587930917183643
1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.351820938367486
0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1.0587930917183643
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1.2388664066719932
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.001665138307954
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.7086372916588333
1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.8853803299965533
